Text,Book,Chapter
"Me of his grace the victor spared,",BOOK III,Canto XXXIV. Surpanakha's Speech.
Or I the giants' fate had shared.,BOOK III,Canto XXXIV. Surpanakha's Speech.
The high-souled Rama would not deign,BOOK III,Canto XXXIV. Surpanakha's Speech.
His hand with woman's blood to stain.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"The glorious Lakshman, justly dear,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"In gifts and warrior might his peer,",BOOK III,Canto XXXIV. Surpanakha's Speech.
Serves his great brother with the whole,BOOK III,Canto XXXIV. Surpanakha's Speech.
Devotion of his faithful soul:,BOOK III,Canto XXXIV. Surpanakha's Speech.
"Impetuous victor, bold and wise,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"First in each hardy enterprise,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Still ready by his side to stand,",BOOK III,Canto XXXIV. Surpanakha's Speech.
A second self or better hand.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"And Rama has a large-eyed spouse,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Pure as the moon her cheek and brows,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Dearer than life in Rama's sight,",BOOK III,Canto XXXIV. Surpanakha's Speech.
Whose happiness is her delight.,BOOK III,Canto XXXIV. Surpanakha's Speech.
With beauteous hair and nose the dame,BOOK III,Canto XXXIV. Surpanakha's Speech.
From head to foot has naught to blame.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"She shines the wood's bright Goddess, Queen",BOOK III,Canto XXXIV. Surpanakha's Speech.
Of beauty with her noble mien.,BOOK III,Canto XXXIV. Surpanakha's Speech.
First in the ranks of women placed,BOOK III,Canto XXXIV. Surpanakha's Speech.
Is Sita of the dainty waist.,BOOK III,Canto XXXIV. Surpanakha's Speech.
In all the earth mine eyes have ne'er,BOOK III,Canto XXXIV. Surpanakha's Speech.
Seen female form so sweetly fair.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"Goddess nor nymph can vie with her,",BOOK III,Canto XXXIV. Surpanakha's Speech.
Nor bride of heavenly chorister.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"He who might call this dame his own,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Her eager arms about him thrown,",BOOK III,Canto XXXIV. Surpanakha's Speech.
Would live more blest in Sita's love,BOOK III,Canto XXXIV. Surpanakha's Speech.
Than Indra in the world above.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"She, peerless in her form and face",BOOK III,Canto XXXIV. Surpanakha's Speech.
"And rich in every gentle grace,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Is worthy bride, O King, for thee,",BOOK III,Canto XXXIV. Surpanakha's Speech.
As thou art meet her lord to be.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"I even I, will bring the bride",BOOK III,Canto XXXIV. Surpanakha's Speech.
In triumph to her lover's side--,BOOK III,Canto XXXIV. Surpanakha's Speech.
"This beauty fairer than the rest,",BOOK III,Canto XXXIV. Surpanakha's Speech.
With rounded limb and heaving breast.,BOOK III,Canto XXXIV. Surpanakha's Speech.
Each wound upon my face I owe,BOOK III,Canto XXXIV. Surpanakha's Speech.
To cruel Lakshman's savage blow.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"But thou, O brother, shalt survey",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Her moonlike loveliness to-day,",BOOK III,Canto XXXIV. Surpanakha's Speech.
And Kama's piercing shafts shall smite,BOOK III,Canto XXXIV. Surpanakha's Speech.
Thine amorous bosom at the sight.,BOOK III,Canto XXXIV. Surpanakha's Speech.
If in thy breast the longing rise,BOOK III,Canto XXXIV. Surpanakha's Speech.
"To make thine own the beauteous prize,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Up, let thy better foot begin",BOOK III,Canto XXXIV. Surpanakha's Speech.
The journey and the treasure win.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"If, giant Lord, thy favouring eyes",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Regard the plan which I advise,",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Up, cast all fear and doubt away",BOOK III,Canto XXXIV. Surpanakha's Speech.
And execute the words I say,BOOK III,Canto XXXIV. Surpanakha's Speech.
"Come, giant King, this treasure seek,",BOOK III,Canto XXXIV. Surpanakha's Speech.
For thou art strong and they are weak.,BOOK III,Canto XXXIV. Surpanakha's Speech.
Let Sita of the faultless frame,BOOK III,Canto XXXIV. Surpanakha's Speech.
Be borne away and be thy dame.,BOOK III,Canto XXXIV. Surpanakha's Speech.
Thy host in Janasthan who dwelt,BOOK III,Canto XXXIV. Surpanakha's Speech.
Forth to the battle hied.,BOOK III,Canto XXXIV. Surpanakha's Speech.
And by the shafts which Rama dealt,BOOK III,Canto XXXIV. Surpanakha's Speech.
They perished in their pride.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"Dushan and Khara breathe no more,",BOOK III,Canto XXXIV. Surpanakha's Speech.
Laid low upon the plain.,BOOK III,Canto XXXIV. Surpanakha's Speech.
"Arise, and ere the day be o'er",BOOK III,Canto XXXIV. Surpanakha's Speech.
"Take vengeance for the slain.""",BOOK III,Canto XXXIV. Surpanakha's Speech.
"When Ravan, by her fury spurred,",BOOK III,Canto XXXV. Ravan's Journey.
"That terrible advice had heard,",BOOK III,Canto XXXV. Ravan's Journey.
"He bade his nobles quit his side,",BOOK III,Canto XXXV. Ravan's Journey.
And to the work his thought applied.,BOOK III,Canto XXXV. Ravan's Journey.
He turned his anxious mind to scan,BOOK III,Canto XXXV. Ravan's Journey.
On every side the hardy plan:,BOOK III,Canto XXXV. Ravan's Journey.
"The gain against the risk he laid,",BOOK III,Canto XXXV. Ravan's Journey.
"Each hope and fear with care surveyed,",BOOK III,Canto XXXV. Ravan's Journey.
And in his heart at length decreed,BOOK III,Canto XXXV. Ravan's Journey.
To try performance of the deed.,BOOK III,Canto XXXV. Ravan's Journey.
Then steady in his dire intent,BOOK III,Canto XXXV. Ravan's Journey.
The giant to the courtyard went.,BOOK III,Canto XXXV. Ravan's Journey.
"There to his charioteer he cried,",BOOK III,Canto XXXV. Ravan's Journey.
"""Bring forth the car whereon I ride.""",BOOK III,Canto XXXV. Ravan's Journey.
Aye ready at his master's word,BOOK III,Canto XXXV. Ravan's Journey.
"The charioteer the order heard,",BOOK III,Canto XXXV. Ravan's Journey.
And yoked with active zeal the best,BOOK III,Canto XXXV. Ravan's Journey.
Of chariots at his lord's behest.,BOOK III,Canto XXXV. Ravan's Journey.
Asses with heads of goblins drew,BOOK III,Canto XXXV. Ravan's Journey.
That wondrous car where'er it flew.,BOOK III,Canto XXXV. Ravan's Journey.
Obedient to the will it rolled,BOOK III,Canto XXXV. Ravan's Journey.
Adorned with gems and glistering gold.,BOOK III,Canto XXXV. Ravan's Journey.
"Then mounting, with a roar as loud",BOOK III,Canto XXXV. Ravan's Journey.
"As thunder from a labouring cloud,",BOOK III,Canto XXXV. Ravan's Journey.
The mighty monarch to the tide,BOOK III,Canto XXXV. Ravan's Journey.
"Of Ocean, lord of rivers, hied.",BOOK III,Canto XXXV. Ravan's Journey.
"White was the shade above him spread,",BOOK III,Canto XXXV. Ravan's Journey.
"White chouris waved around his head,",BOOK III,Canto XXXV. Ravan's Journey.
And he with gold and jewels bright,BOOK III,Canto XXXV. Ravan's Journey.
Shone like the glossy lazulite.,BOOK III,Canto XXXV. Ravan's Journey.
Ten necks and twenty arms had he:,BOOK III,Canto XXXV. Ravan's Journey.
His royal gear was good to see.,BOOK III,Canto XXXV. Ravan's Journey.
"The heavenly Gods' insatiate foe,",BOOK III,Canto XXXV. Ravan's Journey.
"Who made the blood of hermits flow,",BOOK III,Canto XXXV. Ravan's Journey.
He like the Lord of Hills appeared,BOOK III,Canto XXXV. Ravan's Journey.
With ten huge heads to heaven upreared.,BOOK III,Canto XXXV. Ravan's Journey.
"In the great car whereon he rode,",BOOK III,Canto XXXV. Ravan's Journey.
"Like some dark cloud the giant showed,",BOOK III,Canto XXXV. Ravan's Journey.
When round it in their close array,BOOK III,Canto XXXV. Ravan's Journey.
The cranes 'mid wreaths of lightning play.,BOOK III,Canto XXXV. Ravan's Journey.
"He looked, and saw, from realms of air,",BOOK III,Canto XXXV. Ravan's Journey.
"The rocky shore of ocean, where",BOOK III,Canto XXXV. Ravan's Journey.
Unnumbered trees delightful grew,BOOK III,Canto XXXV. Ravan's Journey.
With flower and fruit of every hue.,BOOK III,Canto XXXV. Ravan's Journey.
He looked on many a lilied pool,BOOK III,Canto XXXV. Ravan's Journey.
"With silvery waters fresh and cool,",BOOK III,Canto XXXV. Ravan's Journey.
And shores like spacious altars meet,BOOK III,Canto XXXV. Ravan's Journey.
For holy hermits' lone retreat.,BOOK III,Canto XXXV. Ravan's Journey.
"The graceful palm adorned the scene,",BOOK III,Canto XXXV. Ravan's Journey.
The plantain waved her glossy green.,BOOK III,Canto XXXV. Ravan's Journey.
"There grew the sal and betel, there",BOOK III,Canto XXXV. Ravan's Journey.
On bending boughs the flowers were fair.,BOOK III,Canto XXXV. Ravan's Journey.
There hermits dwelt who tamed each sense,BOOK III,Canto XXXV. Ravan's Journey.
By strictest rule of abstinence:,BOOK III,Canto XXXV. Ravan's Journey.
"Gandharvas, Kinnars,(488) thronged the place,",BOOK III,Canto XXXV. Ravan's Journey.
Nagas and birds of heavenly race.,BOOK III,Canto XXXV. Ravan's Journey.
"Bright minstrels of the ethereal quire,",BOOK III,Canto XXXV. Ravan's Journey.
"And saints exempt from low desire,",BOOK III,Canto XXXV. Ravan's Journey.
"With Ajas, sons of Brahma's line,",BOOK III,Canto XXXV. Ravan's Journey.
"Marichipas of seed divine,",BOOK III,Canto XXXV. Ravan's Journey.
"Vaikhanasas and Mashas strayed,",BOOK III,Canto XXXV. Ravan's Journey.
And Balakhilyas(489) in the shade.,BOOK III,Canto XXXV. Ravan's Journey.
"The lovely nymphs of heaven were there,",BOOK III,Canto XXXV. Ravan's Journey.
"Celestial wreaths confined their hair,",BOOK III,Canto XXXV. Ravan's Journey.
And to each form new grace was lent,BOOK III,Canto XXXV. Ravan's Journey.
By wealth of heavenly ornament.,BOOK III,Canto XXXV. Ravan's Journey.
Well skilled was each in play and dance,BOOK III,Canto XXXV. Ravan's Journey.
And gentle arts of dalliance.,BOOK III,Canto XXXV. Ravan's Journey.
The glorious wife of many a God,BOOK III,Canto XXXV. Ravan's Journey.
"Those beautiful recesses trod,",BOOK III,Canto XXXV. Ravan's Journey.
"There Gods and Danavs, all who eat",BOOK III,Canto XXXV. Ravan's Journey.
"The food of heaven, rejoiced to meet.",BOOK III,Canto XXXV. Ravan's Journey.
The swan and Saras thronged each bay,BOOK III,Canto XXXV. Ravan's Journey.
"With curlews, ducks, and divers gay,",BOOK III,Canto XXXV. Ravan's Journey.
Where the sea spray rose soft and white,BOOK III,Canto XXXV. Ravan's Journey.
O'er rocks of glossy lazulite.,BOOK III,Canto XXXV. Ravan's Journey.
As his swift way the fiend pursued,BOOK III,Canto XXXV. Ravan's Journey.
"Pale chariots of the Gods he viewed,",BOOK III,Canto XXXV. Ravan's Journey.
Bearing each lord whose rites austere,BOOK III,Canto XXXV. Ravan's Journey.
Had raised him to the heavenly sphere.,BOOK III,Canto XXXV. Ravan's Journey.
"Thereon celestial garlands hung,",BOOK III,Canto XXXV. Ravan's Journey.
There music played and songs were sung.,BOOK III,Canto XXXV. Ravan's Journey.
"Then bright Gandharvas met his view,",BOOK III,Canto XXXV. Ravan's Journey.
"And heavenly nymphs, as on he flew.",BOOK III,Canto XXXV. Ravan's Journey.
"He saw the sandal woods below,",BOOK III,Canto XXXV. Ravan's Journey.
"And precious trees of odorous flow,",BOOK III,Canto XXXV. Ravan's Journey.
That to the air around them lent,BOOK III,Canto XXXV. Ravan's Journey.
Their riches of delightful scent;,BOOK III,Canto XXXV. Ravan's Journey.
Nor failed his roving eye to mark,BOOK III,Canto XXXV. Ravan's Journey.
Tall aloe trees in grove and park.,BOOK III,Canto XXXV. Ravan's Journey.
"He looked on wood with cassias filled,",BOOK III,Canto XXXV. Ravan's Journey.
"And plants which balmy sweets distilled,",BOOK III,Canto XXXV. Ravan's Journey.
Where her fair flowers the betel showed,BOOK III,Canto XXXV. Ravan's Journey.
And the bright pods of pepper glowed.,BOOK III,Canto XXXV. Ravan's Journey.
The pearls in many a silvery heap,BOOK III,Canto XXXV. Ravan's Journey.
Lay on the margin of the deep.,BOOK III,Canto XXXV. Ravan's Journey.
And grey rocks rose amid the red,BOOK III,Canto XXXV. Ravan's Journey.
Of coral washed from ocean's bed.,BOOK III,Canto XXXV. Ravan's Journey.
High soared the mountain peaks that bore,BOOK III,Canto XXXV. Ravan's Journey.
"Treasures of gold and silver ore,",BOOK III,Canto XXXV. Ravan's Journey.
And leaping down the rocky walls,BOOK III,Canto XXXV. Ravan's Journey.
Came wild and glorious waterfalls.,BOOK III,Canto XXXV. Ravan's Journey.
"Fair towns which grain and treasure held,",BOOK III,Canto XXXV. Ravan's Journey.
"And dames who every gem excelled,",BOOK III,Canto XXXV. Ravan's Journey.
"He saw outspread beneath him far,",BOOK III,Canto XXXV. Ravan's Journey.
"With steed, and elephant, and car.",BOOK III,Canto XXXV. Ravan's Journey.
That ocean shore he viewed that showed,BOOK III,Canto XXXV. Ravan's Journey.
Fair as the blessed Gods' abode,BOOK III,Canto XXXV. Ravan's Journey.
Where cool delightful breezes played,BOOK III,Canto XXXV. Ravan's Journey.
O'er levels in the freshest shade.,BOOK III,Canto XXXV. Ravan's Journey.
He saw a fig-tree like a cloud,BOOK III,Canto XXXV. Ravan's Journey.
With mighty branches earthward bowed.,BOOK III,Canto XXXV. Ravan's Journey.
It stretched a hundred leagues and made,BOOK III,Canto XXXV. Ravan's Journey.
For hermit bands a welcome shade.,BOOK III,Canto XXXV. Ravan's Journey.
Thither the feathered king of yore,BOOK III,Canto XXXV. Ravan's Journey.
"An elephant and tortoise bore,",BOOK III,Canto XXXV. Ravan's Journey.
And lighted on a bough to eat,BOOK III,Canto XXXV. Ravan's Journey.
The captives of his taloned feet.,BOOK III,Canto XXXV. Ravan's Journey.
The bough unable to sustain,BOOK III,Canto XXXV. Ravan's Journey.
"The crushing weight and sudden strain,",BOOK III,Canto XXXV. Ravan's Journey.
Loaded with sprays and leaves of spring,BOOK III,Canto XXXV. Ravan's Journey.
Gave way beneath the feathered king.,BOOK III,Canto XXXV. Ravan's Journey.
Under the shadow of the tree,BOOK III,Canto XXXV. Ravan's Journey.
"Dwelt many a saint and devotee,",BOOK III,Canto XXXV. Ravan's Journey.
"Ajas, the sons of Brahma's line,",BOOK III,Canto XXXV. Ravan's Journey.
"Mashas, Marichipas divine.",BOOK III,Canto XXXV. Ravan's Journey.
"Vaikhanasas, and all the race",BOOK III,Canto XXXV. Ravan's Journey.
"Of Balakhilyas, loved the place.",BOOK III,Canto XXXV. Ravan's Journey.
But pitying their sad estate,BOOK III,Canto XXXV. Ravan's Journey.
The feathered monarch raised the weight,BOOK III,Canto XXXV. Ravan's Journey.
"Of the huge bough, and bore away",BOOK III,Canto XXXV. Ravan's Journey.
The loosened load and captured prey.,BOOK III,Canto XXXV. Ravan's Journey.
"A hundred leagues away he sped,",BOOK III,Canto XXXV. Ravan's Journey.
"Then on his monstrous booty fed,",BOOK III,Canto XXXV. Ravan's Journey.
And with the bough he smote the lands,BOOK III,Canto XXXV. Ravan's Journey.
Where dwell the wild Nishada bands.,BOOK III,Canto XXXV. Ravan's Journey.
High joy was his because his deed,BOOK III,Canto XXXV. Ravan's Journey.
From jeopardy the hermits freed.,BOOK III,Canto XXXV. Ravan's Journey.
That pride for great deliverance wrought,BOOK III,Canto XXXV. Ravan's Journey.
A double share of valour brought.,BOOK III,Canto XXXV. Ravan's Journey.
His soul conceived the high emprise,BOOK III,Canto XXXV. Ravan's Journey.
To snatch the Amrit from the skies.,BOOK III,Canto XXXV. Ravan's Journey.
"He rent the nets of iron first,",BOOK III,Canto XXXV. Ravan's Journey.
"Then through the jewel chamber burst,",BOOK III,Canto XXXV. Ravan's Journey.
And bore the drink of heaven away,BOOK III,Canto XXXV. Ravan's Journey.
That watched in Indra's palace lay.,BOOK III,Canto XXXV. Ravan's Journey.
Such was the hermit-sheltering tree,BOOK III,Canto XXXV. Ravan's Journey.
Which Ravan turned his eye to see.,BOOK III,Canto XXXV. Ravan's Journey.
"Still marked where Garud sought to rest,",BOOK III,Canto XXXV. Ravan's Journey.
The fig-tree bore the name of Blest.,BOOK III,Canto XXXV. Ravan's Journey.
When Ravan stayed his chariot o'er,BOOK III,Canto XXXV. Ravan's Journey.
"The ocean's heart-enchanting shore,",BOOK III,Canto XXXV. Ravan's Journey.
He saw a hermitage that stood,BOOK III,Canto XXXV. Ravan's Journey.
Sequestered in the holy wood.,BOOK III,Canto XXXV. Ravan's Journey.
He saw the fiend Maricha there,BOOK III,Canto XXXV. Ravan's Journey.
"With deerskin garb, and matted hair",BOOK III,Canto XXXV. Ravan's Journey.
"Coiled up in hermit guise, who spent",BOOK III,Canto XXXV. Ravan's Journey.
His days by rule most abstinent.,BOOK III,Canto XXXV. Ravan's Journey.
"As guest and host are wont to meet,",BOOK III,Canto XXXV. Ravan's Journey.
They met within that lone retreat.,BOOK III,Canto XXXV. Ravan's Journey.
Before the king Maricha placed,BOOK III,Canto XXXV. Ravan's Journey.
Food never known to human taste.,BOOK III,Canto XXXV. Ravan's Journey.
He entertained his guest with meat,BOOK III,Canto XXXV. Ravan's Journey.
"And gave him water for his feet,",BOOK III,Canto XXXV. Ravan's Journey.
And then addressed the giant king,BOOK III,Canto XXXV. Ravan's Journey.
With timely words of questioning:,BOOK III,Canto XXXV. Ravan's Journey.
"""Lord, is it well with thee, and well",BOOK III,Canto XXXV. Ravan's Journey.
With those in Lanka's town who dwell?,BOOK III,Canto XXXV. Ravan's Journey.
"What sudden thought, what urgent need",BOOK III,Canto XXXV. Ravan's Journey.
"Has brought thee with impetuous speed?""",BOOK III,Canto XXXV. Ravan's Journey.
The fiend Maricha thus addressed,BOOK III,Canto XXXV. Ravan's Journey.
"Ravan the king, his mighty guest,",BOOK III,Canto XXXV. Ravan's Journey.
"And he, well skilled in arts that guide",BOOK III,Canto XXXV. Ravan's Journey.
"The eloquent, in turn replied:",BOOK III,Canto XXXV. Ravan's Journey.
"""Hear me, Maricha, while I speak,",BOOK III,Canto XXXVI. Ravan's Speech.
And tell thee why thy home I seek.,BOOK III,Canto XXXVI. Ravan's Speech.
"Sick and distressed am I, and see",BOOK III,Canto XXXVI. Ravan's Speech.
My surest hope and help in thee.,BOOK III,Canto XXXVI. Ravan's Speech.
"Of Janasthan I need not tell,",BOOK III,Canto XXXVI. Ravan's Speech.
"Where Surpanakha, Khara, dwell,",BOOK III,Canto XXXVI. Ravan's Speech.
"And Dushan with the arm of might,",BOOK III,Canto XXXVI. Ravan's Speech.
"And Trisiras, the fierce in fight,",BOOK III,Canto XXXVI. Ravan's Speech.
